Заправки,период,Объем реализации - собственный,бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,Выручка от реализации - всего,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары,Налоги в выручке - НДС,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары,Выручка без налогов и бонусов,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары,Покупная стоимость - всего,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары,Валовой доход - всего,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары
АЗК-10,052017,1075.6,950.5,324.2,613.8,12.5,125.1,0.0,54166,53032,47444,15328,31373,743,5588,,1134,8258,8089,7237,2338,4786,113,852,,169,45908,44942,40207,12990,26587,629,4735,,966,38805,38035,34098,11249,22308,542,3937,,770,7103,6907,6108,1741,4279,88,799,,196
АЗК-11,052017,298.1,207.3,83.0,112.9,5.7,90.8,0.0,14972,14400,10395,3955,5829,341,4005,,573,2281,2197,1586,603,889,52,611,,84,12691,12203,8809,3352,4940,289,3394,,489,10667,10270,7411,2880,4095,243,2859,,397,2025,1933,1398,472,845,45,535,,92
АЗК-13,052017,471.2,354.1,151.0,199.4,3.7,117.1,0.0,23974,22921,17717,7182,10314,220,5204,,1054,3651,3497,2703,1096,1573,34,794,,155,20323,19424,15014,6086,8741,187,4410,,899,17024,16308,12627,5239,7230,159,3681,,715,3299,3116,2387,848,1512,28,729,,183
АЗК-14,052017,418.4,306.5,103.2,196.3,7.0,111.9,0.0,21331,20447,15456,4913,10127,416,4991,,885,3248,3119,2358,749,1545,64,761,,129,18083,17327,13098,4163,8582,353,4229,,756,15094,14508,10985,3578,7105,302,3523,,586,2989,2819,2113,586,1477,51,706,,170
АЗК-15,052017,343.1,140.4,50.7,89.7,0.0,202.8,0.0,17046,15933,7047,2410,4637,,8886,,1113,2595,2431,1075,368,707,,1356,,165,14451,13503,5972,2042,3930,,7531,,949,12174,11379,5001,1755,3246,,6378,,796,2277,2124,971,287,684,,1153,,153
АЗК-16,052017,165.9,69.3,28.6,39.6,1.1,96.6,0.0,8047,7688,3460,1363,2032,66,4228,,360,1222,1173,528,208,310,10,645,,49,6825,6515,2932,1155,1722,56,3583,,310,5756,5516,2456,985,1423,47,3060,,241,1069,1000,477,169,299,9,523,,69
АЗК-17,052017,282.5,175.2,66.9,105.6,2.7,107.2,0.0,14127,13539,8807,3176,5470,162,4732,,589,2150,2065,1343,484,834,25,722,,84,11978,11474,7464,2691,4636,137,4010,,504,10054,9658,6259,2322,3821,116,3399,,396,1923,1815,1205,369,815,21,610,,108
АЗК-18,052017,438.4,346.6,125.5,221.0,0.0,91.8,0.0,22471,21503,17405,5961,11444,,4098,,968,3423,3280,2655,909,1746,,625,,143,19048,18223,14750,5051,9699,,3473,,825,15952,15266,12377,4354,8023,,2889,,687,3096,2958,2374,698,1676,,584,,138
АЗК-19,052017,467.2,370.8,116.4,231.1,10.9,96.4,0.0,24670,23091,18803,5588,11994,648,4288,,1580,3754,3522,2868,852,1830,99,654,,231,20917,19568,15934,4736,10164,550,3634,,1348,17454,16343,13299,4036,8371,467,3044,,1111,3463,3226,2636,699,1793,82,590,,237
АЗК-2,052017,1162.3,943.3,218.9,671.7,52.7,218.9,0.0,60491,58143,48195,10485,34584,3126,9948,,2348,9217,8870,7352,1599,5276,477,1518,,348,51274,49274,40843,8886,29309,2649,8431,,2001,42719,41164,34265,7593,24378,2293,6899,,1555,8555,8110,6579,1293,4931,355,1531,,445
АЗК-20,052017,518.4,355.2,150.8,200.5,3.9,163.1,0.0,26344,25201,17916,7265,10419,232,7285,,1143,4010,3844,2733,1108,1589,35,1111,,166,22333,21357,15183,6157,8829,197,6174,,977,18567,17802,12676,5231,7280,166,5126,,764,3766,3554,2506,925,1550,31,1048,,212
АЗК-22,052017,575.6,341.5,143.6,193.5,4.4,234.1,0.0,28600,27324,16952,6800,9890,263,10372,,1276,4356,4168,2586,1037,1509,40,1582,,188,24243,23156,14366,5763,8381,222,8790,,1088,20419,19545,12187,4981,7016,189,7358,,875,3824,3611,2179,781,1365,33,1432,,213
АЗК-23,052017,408.6,334.6,95.2,227.8,11.6,73.9,6.4,21206,20413,17077,4593,11790,693,3336,,792,3232,3114,2605,701,1799,106,509,,118,17974,17299,14472,3893,9992,588,2827,,675,14962,14420,12072,3302,8266,504,2348,203,542,3012,2879,2400,591,1726,83,479,-203,133
АЗК-24,052017,309.1,225.3,84.2,131.8,5.2,83.7,0.0,16619,15147,11410,4045,6860,307,3737,,1473,2527,2310,1740,617,1046,47,570,,216,14093,12836,9669,3428,5814,260,3167,,1257,11730,10697,8054,2920,4774,221,2643,,1032,2363,2139,1615,508,1040,39,524,,225
АЗК-25,052017,386.1,292.7,109.0,178.6,5.2,93.4,0.0,20161,19015,14811,5231,9274,306,4204,,1146,3069,2900,2259,798,1415,47,641,,169,17091,16115,12552,4433,7859,259,3563,,977,14201,13432,10478,3780,6477,221,2954,,769,2890,2682,2074,654,1383,38,608,,208
АЗК-26,052017,228.2,153.9,67.6,83.5,2.8,74.2,0.0,12078,10996,7674,3200,4306,169,3322,,1082,1833,1678,1171,488,657,26,507,,156,10245,9319,6504,2711,3649,143,2815,,926,8531,7819,5483,2342,3020,121,2336,,713,1714,1500,1021,369,629,22,479,,213
АЗК-27,052017,364.3,241.6,78.6,160.7,2.4,122.7,0.0,17952,17411,12001,3711,8148,141,5410,,541,2736,2656,1831,566,1243,22,825,,80,15216,14755,10170,3145,6905,120,4585,,461,12882,12515,8641,2723,5816,101,3874,,367,2334,2241,1530,422,1089,19,711,,94
АЗК-28,052017,247.6,150.5,59.5,87.4,3.7,97.1,0.0,13026,11803,7517,2837,4461,219,4286,,1223,1980,1801,1147,433,680,33,654,,179,11046,10002,6370,2404,3780,186,3632,,1044,9295,8437,5370,2060,3154,157,3067,,858,1751,1565,1000,344,627,29,565,,186
АЗК-29,052017,164.4,93.8,37.7,54.8,0.0,70.6,0.0,8213,7730,4613,1770,2782,,3117,,484,1248,1180,704,270,424,,476,,69,6965,6551,3909,1500,2358,,2642,,414,5879,5561,3336,1307,1986,,2225,,319,1086,990,573,193,371,,417,,96
АЗК-3,052017,1067.1,703.5,221.3,467.2,9.0,363.6,0.0,52250,51203,35155,10523,23812,537,16048,,1047,7965,7811,5363,1605,3632,82,2448,,155,44284,43393,29793,8918,20180,455,13600,,892,37312,36640,25221,7675,16958,388,11419,,672,6972,6752,4572,1243,3222,67,2180,,220
АЗК-30,052017,299.8,193.6,74.8,115.6,3.3,106.2,0.0,15385,14522,9770,3585,5991,195,4752,,863,2342,2215,1490,547,914,30,725,,127,13043,12307,8280,3038,5077,165,4027,,736,10854,10262,6906,2592,4173,141,3356,,592,2189,2045,1374,446,904,24,671,,144
АЗК-31,052017,223.4,183.0,58.5,120.0,4.5,40.4,0.0,11505,10967,9151,2742,6145,265,1816,,537,1752,1673,1396,418,937,40,277,,79,9753,9294,7755,2323,5208,224,1539,,458,8231,7863,6565,2028,4345,191,1298,,368,1522,1432,1191,295,863,33,241,,90
АЗК-32,052017,273.2,184.8,86.0,98.8,0.0,88.5,0.0,14165,13028,9074,4058,5016,,3954,,1137,2148,1987,1384,619,765,,603,,161,12016,11041,7690,3439,4251,,3351,,976,10014,9343,6560,2984,3576,,2783,,672,2002,1698,1130,456,674,,568,,304
АЗК-33,052017,116.2,58.1,38.4,19.7,0.0,58.1,10.9,5799,5438,2859,1832,1027,,2579,,361,881,829,436,279,157,,393,,51,4918,4609,2423,1553,871,,2186,,310,4120,3880,2033,1324,708,,1847,347,240,798,728,390,228,162,,338,-347,69
АЗК-4,052017,766.0,423.6,158.3,252.6,9.0,342.4,0.0,37747,36386,21303,7538,13053,540,15083,,1361,5752,5551,3250,1150,1991,82,2301,,201,31995,30836,18054,6388,11062,457,12782,,1160,26859,25933,15143,5486,9148,388,10790,,926,5136,4903,2911,902,1915,69,1992,,234
АЗК-6,052017,287.5,95.2,37.9,56.3,0.9,192.3,0.0,13821,13209,4767,1815,2896,56,8442,,612,2103,2015,727,277,442,9,1288,,88,11718,11194,4040,1538,2454,47,7154,,524,9853,9431,3384,1313,2031,40,6047,,421,1865,1762,655,225,422,8,1107,,103
АЗК-7,052017,777.0,623.9,218.6,392.0,13.3,153.1,0.0,39761,38077,31210,10414,19999,797,6867,,1684,6059,5809,4761,1589,3051,122,1048,,251,33702,32269,26449,8825,16948,676,5820,,1433,28365,27202,22384,7580,14225,579,4818,,1163,5337,5066,4065,1245,2724,97,1001,,270
АЗК-8,052017,512.4,445.4,118.0,313.2,11.7,66.9,0.0,26277,25640,22626,5657,16154,693,3014,,637,4006,3911,3451,863,2464,106,460,,95,22271,21729,19174,4794,13690,588,2555,,542,18579,18154,16037,4093,11352,506,2117,,424,3692,3575,3137,701,2338,82,438,,117
АЗК-9,052017,433.8,327.2,138.4,178.5,5.2,106.5,0.0,21935,21065,16281,6529,9202,313,4784,,870,3341,3214,2484,996,1404,48,730,,127,18595,17853,13798,5533,7798,265,4055,,743,15605,15018,11660,4798,6469,225,3358,,587,2990,2835,2138,735,1330,40,697,,155
АЗС-201,052017,179.0,151.1,66.5,82.2,0.0,27.9,0.0,9081,8748,7476,3141,4223,,1272,,334,1384,1334,1140,479,644,,194,,49,7698,7413,6335,2662,3579,,1078,,284,6485,6255,5367,2306,2983,,888,,230,1213,1158,968,356,596,,190,,54
АЗС-21,052017,342.2,250.2,100.7,149.5,0.0,92.0,0.0,17326,16534,12447,4793,7654,,4087,,792,2642,2522,1899,731,1168,,623,,119,14685,14011,10548,4062,6486,,3463,,673,12379,11806,8914,3493,5421,,2892,,573,2306,2206,1634,569,1065,,572,,100
АЗС-212,052017,456.5,308.9,136.1,160.9,1.9,147.5,0.0,23309,21733,15188,6428,8181,110,6545,,1576,3536,3315,2317,981,1248,17,998,,221,19773,18418,12871,5448,6933,94,5547,,1355,16642,15615,10979,4721,5842,79,4636,,1027,3131,2802,1892,726,1091,14,910,,328
АЗС-213,052017,363.7,267.2,132.3,132.9,2.0,96.5,0.0,17851,17298,13086,6196,6772,118,4212,,553,2722,2638,1996,945,1033,18,642,,83,15129,14659,11090,5251,5739,100,3569,,470,12929,12537,9500,4590,4825,85,3037,,392,2200,2122,1590,661,914,15,532,,78
АЗС-214,052017,490.9,346.8,189.8,150.1,0.0,144.2,0.0,24020,23277,16884,8888,7673,,6393,,743,3662,3551,2576,1356,1170,,975,,111,20359,19727,14309,7532,6502,,5418,,632,17317,16801,12271,6584,5453,,4530,,516,3042,2925,2037,948,1049,,888,,116
АЗС-217,052017,431.1,290.1,147.5,133.9,0.0,141.0,0.0,21945,20730,14321,7028,6889,,6409,,1215,3339,3163,2185,1072,1051,,978,,177,18606,17568,12137,5956,5838,,5431,,1038,15516,14706,10277,5118,4862,,4429,,810,3090,2862,1860,838,976,,1002,,228
АЗС-219,052017,244.9,171.2,106.3,56.2,0.0,73.7,0.0,11986,11619,8283,5007,2869,,3336,,367,1827,1772,1263,764,438,,509,,55,10158,9846,7019,4243,2432,,2827,,312,8603,8343,6020,3688,2034,,2323,,260,1555,1503,999,555,397,,504,,52
АЗС-220,052017,330.8,214.4,128.7,80.1,0.0,116.4,0.0,16220,15706,10448,6087,4099,,5258,,514,2471,2396,1594,929,625,,802,,75,13749,13310,8854,5159,3474,,4456,,438,11573,11217,7557,4464,2904,,3660,,356,2176,2093,1297,695,570,,796,,82
АЗС-221,052017,95.0,51.4,37.2,8.8,0.0,43.6,7.1,4406,4385,2449,1748,450,,1936,,20,672,669,374,267,69,,295,,3,3734,3716,2075,1482,381,,1641,,17,3186,3172,1789,1288,317,,1383,224,13,548,544,286,193,65,,258,-224,4
АЗС-222,052017,145.5,111.0,71.7,39.3,0.0,34.5,0.0,7290,6974,5406,3394,2013,,1568,,316,1111,1064,825,518,307,,239,,47,6180,5911,4582,2876,1706,,1329,,269,5219,5001,3910,2486,1424,,1091,,217,961,910,672,390,281,,238,,52
АЗС-223,052017,210.5,160.6,105.0,55.1,0.5,49.9,0.0,10515,10015,7780,4924,2827,29,2235,,500,1602,1528,1187,751,431,4,341,,74,8912,8487,6593,4173,2396,24,1894,,425,7577,7233,5660,3641,1998,21,1573,,344,1336,1255,934,532,398,4,321,,81
АЗС-224,052017,267.6,212.5,119.0,75.0,1.1,55.1,0.0,13264,12812,10293,5578,3839,65,2519,,452,2018,1954,1570,851,586,10,384,,64,11246,10858,8723,4727,3253,55,2135,,388,9532,9247,7496,4127,2721,46,1751,,285,1714,1611,1227,600,532,9,384,,102
АЗС-225,052017,85.1,68.9,54.7,14.3,0.0,16.2,0.0,4100,4019,3303,2574,730,,716,,81,625,613,504,393,111,,109,,12,3475,3406,2799,2181,618,,607,,69,2972,2919,2406,1896,510,,513,,53,503,487,393,285,108,,94,,16
АЗС-227,052017,524.7,375.3,210.4,150.5,1.7,149.4,0.0,25843,24895,18333,9949,7691,101,6562,,949,3937,3798,2797,1518,1173,15,1001,,140,21906,21097,15536,8431,6518,85,5561,,809,18598,17962,13272,7296,5466,72,4690,,636,3309,3135,2264,1135,1052,13,871,,173
АЗС-228,052017,356.0,167.5,97.4,70.1,0.0,188.6,0.0,16563,16534,8207,4576,3631,,8327,,29,2527,2522,1252,698,554,,1270,,4,14037,14012,6955,3878,3077,,7057,,24,11870,11852,5920,3377,2543,,5932,,18,2167,2161,1036,501,535,,1125,,6
АЗС-229,052017,166.2,130.5,83.2,39.0,0.0,35.7,0.0,8038,8022,6403,3970,2040,,1619,,16,1226,1224,977,606,311,,247,,3,6812,6798,5426,3365,1729,,1372,,14,5728,5718,4584,2884,1414,,1134,,10,1084,1080,842,480,315,,238,,4
АЗС-230,052017,642.0,375.5,211.4,151.5,0.0,266.5,0.0,31450,30514,18608,10075,7944,,11906,,936,4791,4655,2839,1537,1212,,1816,,136,26658,25860,15770,8538,6733,,10090,,799,22245,21626,13262,7333,5500,,8364,,619,4414,4234,2508,1205,1232,,1726,,180
АЗС-231,052017,458.8,271.2,152.9,110.5,1.7,187.5,0.0,22336,21772,13410,7265,5757,102,8362,,564,3405,3322,2046,1108,878,16,1276,,84,18931,18451,11365,6157,4879,86,7086,,480,15869,15489,9596,5306,4011,72,5893,,380,3062,2962,1768,851,868,14,1194,,100
АЗС-232,052017,204.3,126.5,69.1,52.1,0.0,77.8,0.0,9688,9688,6234,3284,2699,,3454,,0,1478,1478,951,501,412,,527,,0,8210,8210,5283,2783,2287,,2927,,,6912,6912,4462,2395,1882,,2450,,0,1298,1297,820,388,405,,477,,
АЗС-233,052017,106.5,65.7,31.6,17.9,0.0,40.7,0.0,4950,4950,3156,1496,928,,1794,,0,755,755,481,228,142,,274,,0,4195,4194,2674,1268,787,,1520,,,3581,3581,2298,1094,646,,1283,,0,614,613,376,173,141,,237,,
АЗС-235,052017,68.5,52.2,36.3,12.4,0.0,16.3,11.1,3261,3239,2508,1709,638,,731,,23,497,494,383,261,97,,111,,3,2764,2745,2126,1448,541,,619,,19,2361,2347,1820,1259,444,,527,358,15,402,399,306,189,96,,93,-358,4
АЗС-237,052017,353.7,238.3,128.2,96.1,0.0,115.5,0.0,17161,16717,11607,6036,4936,,5110,,444,2616,2551,1771,921,753,,780,,66,14545,14167,9836,5115,4183,,4331,,378,12364,12051,8417,4448,3488,,3634,,313,2181,2116,1419,667,696,,697,,65
АЗС-238,052017,312.1,212.4,123.4,80.2,1.3,99.7,0.0,15544,14806,10363,5817,4118,79,4443,,739,2367,2259,1581,887,628,12,678,,109,13177,12547,8782,4930,3490,67,3765,,630,11149,10640,7499,4279,2910,56,3141,,509,2029,1908,1283,650,580,11,625,,121
АЗС-239,052017,240.7,155.6,83.1,63.8,0.0,85.2,0.0,11715,11321,7565,3910,3252,,3756,,394,1786,1727,1154,596,496,,573,,59,9929,9594,6411,3313,2756,,3183,,335,8437,8167,5485,2882,2306,,2682,,270,1491,1426,926,431,450,,500,,64
АЗС-243,052017,197.9,146.2,88.0,53.2,0.0,51.6,0.0,9769,9404,7104,4158,2710,,2300,,366,1489,1435,1084,634,413,,351,,55,8280,7969,6020,3524,2297,,1949,,311,7039,6782,5151,3052,1927,,1631,,257,1241,1187,869,472,369,,318,,54
АЗС-245,052017,419.3,174.9,89.6,81.3,2.7,244.4,0.0,20257,19440,8589,4225,4147,161,10851,,816,3083,2965,1310,644,633,24,1655,,117,17174,16475,7279,3580,3515,136,9196,,699,14433,13891,6215,3108,2948,117,7676,,541,2741,2584,1064,472,566,19,1520,,158
АЗС-247,052017,98.1,87.4,48.8,38.5,0.0,10.7,3.8,4763,4763,4278,2306,1972,,485,,0,727,727,653,352,301,,74,,0,4037,4036,3625,1954,1671,,411,,,3436,3436,3087,1694,1393,,349,124,0,601,601,539,260,278,,62,-124,
АЗС-248,052017,175.8,98.4,42.9,51.4,1.9,77.4,0.0,8882,8332,4902,2037,2647,115,3430,,551,1349,1271,748,311,404,17,523,,78,7533,7060,4154,1726,2243,97,2906,,472,6315,5949,3503,1486,1862,81,2446,,366,1218,1111,651,240,381,16,460,,107
АЗС-249,052017,92.0,54.1,39.4,11.7,0.0,38.0,0.0,4314,4288,2582,1846,595,,1706,,26,658,654,394,282,91,,260,,4,3656,3634,2188,1565,504,,1446,,22,3111,3094,1886,1365,419,,1208,,16,545,540,302,199,85,,238,,6
АЗС-262,052017,63.8,44.2,24.6,19.6,0.0,19.5,0.0,3053,3052,2170,1164,1006,,882,,0,466,466,331,178,153,,135,,0,2587,2587,1839,987,852,,748,,,2185,2185,1565,855,710,,620,,0,402,402,274,132,142,,128,,
АЗС-263,052017,159.0,108.7,55.5,53.2,0.0,50.2,0.0,8184,7652,5392,2643,2749,,2260,,532,1245,1167,822,403,419,,345,,78,6939,6485,4569,2239,2330,,1916,,455,5787,5440,3853,1926,1927,,1587,,348,1152,1045,716,314,403,,329,,107
АЗС-264,052017,434.4,172.8,97.0,75.8,0.0,261.6,0.0,20840,19980,8430,4564,3866,,11550,,860,3170,3048,1286,696,590,,1762,,122,17670,16933,7144,3868,3276,,9789,,738,14918,14333,6115,3364,2750,,8218,,586,2752,2601,1030,504,526,,1571,,152
АЗС-265,052017,394.4,331.4,151.5,170.9,3.2,63.0,0.0,19459,19272,16400,7196,8739,187,2872,,187,2968,2940,2502,1098,1333,29,438,,28,16491,16332,13898,6098,7406,159,2434,,159,13909,13776,11798,5253,6207,137,1978,,133,2582,2556,2100,845,1200,22,456,,27
АЗС-5,052017,347.8,272.4,98.8,173.5,0.0,75.4,0.0,16940,16937,13602,4686,8917,,3335,,3,2584,2584,2075,715,1360,,509,,0,14356,14353,11527,3971,7556,,2826,,3,12099,12097,9719,3428,6291,,2378,,2,2257,2257,1808,542,1266,,449,,1
АЗСМ-12,052017,148.1,119.4,36.2,83.2,0.0,28.6,0.0,7372,7356,6064,1742,4322,,1292,,17,1125,1122,925,266,659,,197,,3,6248,6234,5139,1476,3662,,1095,,14,5191,5181,4277,1255,3022,,904,,10,1057,1053,862,221,641,,191,,4
КАЗС-2,052017,115.7,115.7,63.4,52.3,0.0,0.0,0.0,5633,5633,5633,2984,2649,,,,0,859,859,859,455,404,,,,0,4774,4774,4774,2529,2245,,,,,4096,4096,4096,2199,1897,,,,0,678,678,678,329,348,,,,
АЗC-200,062017,302.6,254.6,108.8,145.8,0.0,48.0,0.0,15635,15084,12887,5278,7609,,2197,,551,2383,2301,1966,805,1161,,335,,82,13252,12782,10921,4473,6448,,1861,,469,11103,10736,9232,3882,5350,,1504,,368,2149,2047,1689,591,1098,,358,,101
АЗК-1,062017,969.4,815.9,241.1,560.3,14.5,153.5,0.0,49771,48369,41454,11651,28929,874,6915,,1402,7586,7378,6323,1777,4413,133,1055,,208,42185,40990,35130,9874,24516,741,5860,,1194,35520,34581,29780,8601,20550,630,4801,,939,6665,6409,5350,1273,3966,111,1059,,256
АЗК-10,062017,1105.6,979.3,337.6,627.9,13.8,126.3,0.0,56005,54874,49233,16125,32283,824,5641,,1132,8539,8370,7510,2460,4925,126,860,,168,47467,46503,41723,13666,27359,699,4780,,964,40429,39668,35719,12067,23052,600,3949,,761,7037,6835,6004,1598,4306,99,831,,202
АЗК-11,062017,311.5,212.3,90.6,110.9,5.9,99.2,0.0,15718,15115,10728,4378,5764,354,4387,,602,2394,2305,1636,668,879,54,669,,88,13324,12810,9092,3710,4885,300,3718,,514,11227,10817,7716,3226,4062,255,3101,,410,2097,1993,1375,485,822,45,618,,105
АЗК-13,062017,489.7,370.6,160.9,205.3,4.3,119.1,0.0,25091,23971,18653,7717,10678,258,5318,,1119,3821,3656,2845,1177,1629,39,811,,164,21270,20315,15808,6540,9049,219,4507,,955,17935,17186,13461,5740,7535,186,3725,,748,3335,3129,2347,800,1514,33,782,,207
АЗК-14,062017,437.1,331.7,114.4,209.2,8.0,105.5,0.0,22549,21644,16920,5522,10910,488,4724,,905,3432,3302,2581,842,1664,74,721,,131,19116,18342,14339,4679,9246,413,4003,,774,15984,15386,12084,4077,7660,348,3302,,599,3132,2956,2255,602,1587,66,701,,176
АЗК-15,062017,340.1,142.6,51.7,90.9,0.0,197.5,0.0,17072,15928,7248,2486,4762,,8680,,1144,2599,2430,1106,379,726,,1324,,169,14473,13498,6142,2107,4035,,7356,,975,12148,11344,5172,1839,3334,,6172,,804,2324,2154,970,268,702,,1184,,170
АЗК-16,062017,167.5,66.8,29.3,36.8,0.8,100.6,0.0,8163,7794,3376,1415,1915,46,4418,,370,1239,1189,515,216,292,7,674,,50,6924,6605,2861,1199,1623,39,3744,,319,5786,5546,2390,1024,1333,32,3156,,240,1138,1059,471,175,290,7,588,,79
АЗК-17,062017,293.7,199.3,77.3,119.6,2.3,94.4,0.0,14905,14275,10092,3716,6235,141,4183,,630,2267,2177,1539,567,951,21,638,,90,12638,12098,8553,3150,5284,119,3545,,540,10602,10192,7230,2756,4374,100,2962,,410,2036,1906,1323,394,910,19,583,,130
АЗК-18,062017,450.8,354.0,128.4,225.6,0.0,96.7,0.0,23261,22299,17975,6186,11789,,4324,,962,3543,3402,2742,944,1798,,660,,142,19718,18897,15233,5242,9991,,3664,,820,16558,15880,12856,4578,8278,,3024,,678,3160,3018,2377,664,1713,,641,,142
АЗК-19,062017,466.2,367.0,114.6,229.5,11.3,99.2,0.0,24838,23255,18852,5573,12058,681,4403,,1583,3778,3548,2876,850,1839,104,672,,230,21060,19707,15976,4722,10218,577,3731,,1353,17590,16493,13390,4092,8402,489,3103,,1097,3470,3214,2586,630,1817,87,628,,255
АЗК-2,062017,1082.4,886.2,213.9,624.2,48.1,196.2,0.0,57024,54803,45867,10390,32580,2897,8936,,2221,8688,8360,6997,1585,4970,442,1363,,328,48336,46443,38870,8805,27610,2455,7573,,1893,40211,38765,32623,7624,22902,2097,6142,,1446,8125,7678,6247,1181,4708,358,1431,,447
АЗК-20,062017,549.7,384.1,163.0,217.1,4.0,165.6,0.0,28212,26954,19518,7935,11343,240,7436,,1258,4293,4111,2977,1210,1730,37,1134,,182,23919,22842,16541,6724,9613,203,6301,,1077,19948,19128,13953,5817,7966,171,5175,,820,3971,3713,2587,907,1647,33,1126,,257
АЗК-22,062017,573.2,339.4,140.4,194.5,4.5,233.8,0.0,28676,27425,17026,6746,10006,273,10399,,1251,4368,4183,2597,1029,1526,42,1586,,184,24308,23241,14428,5717,8480,231,8813,,1066,20476,19630,12319,4999,7125,195,7311,,845,3832,3610,2109,718,1355,37,1501,,221
АЗК-23,062017,406.3,330.4,94.1,225.2,11.1,76.0,0.0,21244,20495,17065,4598,11797,670,3430,,748,3237,3126,2603,701,1800,102,523,,110,18007,17369,14462,3897,9997,568,2907,,638,14978,14474,12090,3352,8257,482,2384,,504,3029,2895,2372,545,1741,86,523,,134
АЗК-24,062017,304.8,225.0,86.5,129.5,4.9,79.8,0.0,16474,15029,11463,4190,6787,297,3566,,1444,2503,2293,1749,639,1035,45,544,,211,13970,12737,9715,3551,5752,251,3022,,1234,11668,10678,8180,3078,4752,212,2498,,990,2303,2059,1535,473,1000,39,524,,244
АЗК-25,062017,424.7,326.3,123.1,197.6,5.6,98.4,0.0,22279,21094,16664,5982,10346,336,4430,,1185,3392,3218,2542,913,1578,51,676,,174,18888,17876,14122,5070,8768,285,3754,,1011,15737,14952,11871,4383,7246,242,3081,,785,3151,2925,2252,686,1522,43,673,,226
АЗК-26,062017,241.2,170.2,74.4,93.4,2.4,71.0,0.0,12767,11660,8471,3531,4798,142,3189,,1106,1938,1779,1292,539,732,22,487,,159,10829,9882,7179,2992,4066,121,2703,,947,9107,8384,6164,2643,3421,100,2220,,723,1721,1497,1014,349,645,20,483,,224
АЗК-27,062017,391.6,266.8,90.2,173.7,2.9,124.8,0.0,19435,18877,13352,4296,8882,173,5525,,558,2961,2880,2037,655,1355,26,843,,82,16473,15997,11315,3641,7527,147,4682,,476,13974,13600,9692,3209,6360,123,3908,,375,2499,2397,1623,432,1167,24,774,,102
АЗК-28,062017,272.6,173.1,67.3,102.0,3.8,99.5,0.0,14423,13110,8700,3230,5238,232,4410,,1314,2191,2000,1327,493,799,35,673,,191,12232,11110,7373,2737,4439,196,3737,,1123,10303,9396,6282,2390,3727,165,3114,,907,1929,1714,1091,347,712,31,623,,216
АЗК-29,062017,172.0,105.1,45.3,58.4,0.0,66.9,0.0,8792,8157,5193,2138,2989,,2964,,635,1335,1244,792,326,456,,452,,90,7457,6913,4401,1812,2533,,2512,,544,6306,5897,3801,1613,2141,,2096,,409,1151,1016,600,198,391,,416,,135
АЗК-3,062017,1085.7,732.7,236.3,481.4,9.3,353.0,0.0,53781,52628,36982,11370,24785,560,15646,,1153,8198,8028,5641,1734,3781,85,2387,,170,45583,44600,31340,9635,21005,475,13260,,982,38482,37753,26722,8464,17663,401,11031,,729,7100,6847,4618,1171,3342,74,2229,,253
АЗК-30,062017,301.2,202.4,78.2,121.0,3.1,98.8,0.0,15649,14765,10322,3792,6340,189,4443,,885,2382,2253,1575,578,967,29,678,,130,13267,12512,8747,3214,5373,160,3765,,755,11035,10433,7338,2773,4430,136,3095,,602,2232,2079,1409,441,944,24,670,,153
АЗК-31,062017,250.7,194.6,70.3,119.6,4.7,56.1,0.0,12830,12288,9781,3308,6187,285,2507,,542,1953,1874,1492,505,944,44,382,,79,10876,10414,8289,2804,5243,242,2125,,463,9200,8840,7078,2494,4379,204,1762,,360,1677,1574,1211,309,864,37,363,,103
АЗК-32,062017,302.7,217.7,103.3,114.3,0.0,85.1,0.0,15875,14549,10736,4896,5841,,3813,,1325,2406,2220,1638,747,891,,582,,186,13469,12329,9098,4149,4950,,3231,,1139,11300,10544,7883,3691,4192,,2661,,757,2169,1786,1215,457,758,,571,,382
АЗК-33,062017,110.3,64.8,41.8,23.0,0.0,45.5,0.0,5679,5257,3223,2017,1206,,2034,,422,861,802,492,308,184,,310,,59,4818,4455,2731,1709,1022,,1724,,363,4019,3746,2313,1476,837,,1433,,273,799,709,418,233,185,,291,,90
АЗК-4,062017,793.7,440.4,164.2,263.4,8.4,353.4,0.0,39233,37926,22314,7925,13679,505,15612,,1308,5978,5785,3404,1209,2087,77,2381,,193,33255,32140,18910,6716,11592,428,13230,,1115,27928,27052,16001,5837,9653,363,11051,,876,5327,5089,2909,879,1939,65,2180,,239
